Member Phone No,ActSpeedDS,ActSpeedUS,ActAvgDaySpontResyncs,ActDSLStability,ActDSLConnType,DSLAMName,LWC,Urbanistion,UBAForecast,EstAttn160Hi,EstAttn160Lo,EstDSSpeedHi,EstDSSpeedLo,EstUSSpeedHi,EstUSSpeedLo,EUBA,BUBA,WVS,LAPRestriction,CabnietisationDate,CabnetisationName,Locality Id,Connector Id,Line_Sharing_Cable_Pair,LWC_Is_Cabinet,BUBA_Coverage_Area,EUBA_Coverage_Area,Baseband_Copper_Capable,ActBBProductType
,,,,,,,,,,,,,,,,,,,,,,,BQ57/21,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AA24/7,,Y,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EP20/13,,N,Hutt / Wairarapa,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV57/21,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR61/16,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,R28/C,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH24/H,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH24/H,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL20/801,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ56/F,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HL66/9,,N,Central,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W15/12,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HB32/1,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL81/649,,Y,Hutt / Wairarapa,NAENAE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W13/6,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N14/45,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM12/585,,N,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FV39/1,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH37/B,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH37/B,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GT36/4,,Y,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU29/4,,N,Grey Lynn,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL18/164,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV31/19,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE23/31,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE22/14,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DP21/4,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DF33/23,,Y,Grafton,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM23/T,,N,Auckland Central,MAYORAL DRIVE,Y,WVS
,,,,,,,,,,,,,,,,,,,,,,,DM23/T,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,W10/1,,,Taranaki,NEW PLYMOUTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Y62/39,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AB61/9,,N,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BM40/1,,Y,North Auckland,RED BEACH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM19/434,,Y,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK10/1,,Y,North Waikato / Coromandel,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DG60/1,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL72/S,,Y,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GQ49/1,,Y,North Waikato / Coromandel,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BD31/1,,Y,North Waikato / Coromandel,,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR60/5,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FC40/3,,N,Hutt / Wairarapa,FEATHERSTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L13/Q,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ES45/N,,Y,South Auckland,PAPATOETOE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ33/1,,Y,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GG29/2,,N,North Waikato / Coromandel,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,N14/7,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CE33/8,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HG11/6,,Y,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BC20/3,,N,Taranaki,NEW PLYMOUTH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EC61/L,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AQ41/34,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,6-Apr,,N,Nelson,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AV70/2,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN61/20,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL88/344,,N,Central,TAUPO,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR44/A,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HG57/1,,N,Bay of Plenty/ East Coast,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GH41/1,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL46/376,,,,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AT38/2,,Y,Northland,KERIKERI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,G28/1,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,E23/21,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,L20/15,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZV18/1,,Y,Central,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FG68/1,,Y,Hamilton,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL23/830,,Y,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE18/1,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ49/3,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DH20/Q,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,C3/29,,Y,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS45/34,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV47/3,,N,Bay of Plenty/ East Coast,WHAKATANE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H9/3,,N,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EH18/6,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZC23/1,,N,North Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BT60/1,,Y,North Auckland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BU38/20,,N,West Auckland,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU36/2,,N,Hamilton,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EJ37/7,,N,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AF11/1,,Y,Marlborough / North Canterbury,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BB32/19,,N,West Auckland,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GM79/18,,N,West Coast,GREYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AH23/T,,N,Manawatu,PALMERSTON NORTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Y20/A,,Y,Bay of Plenty/ East Coast,ROTORUA,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FQ04/2,,Y,Banks,RICCARTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,F4/2,,N,Hamilton,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,V27/12,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GA59/1,,N,Bay of Plenty/ East Coast,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EK28/1,,N,Tauranga,MT MAUNGANUI,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT46/15,,N,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL07/134,,N,Tamaki,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BG63/1,,Y,Counties,PAPAKURA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CF15/1,,Y,Banks,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,X31/1,,N,Tauranga,TAURANGA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,HE64/2,,Y,North Waikato / Coromandel,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL05/906,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GS31/G,,N,Taranaki,NEW PLYMOUTH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL26/738,,N,Hamilton,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL09/413,,N,North Auckland,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT23/G,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ET16/1,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EA26/1,,Y,Hutt / Wairarapa,NAENAE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EL57/8,,Y,North Waikato / Coromandel,HAMILTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DS56/25,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DC60/10,,Y,Hamilton,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AA25/9,,,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BM46/1,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CN36/1,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC35/2,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CF39/14,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Y10/8,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,ZW26/5,,Y,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T26/21,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CA44/6,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BP59/B,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,H17/11,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL17/642,,N,Hutt / Wairarapa,MASTERTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR55/M,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DL78/13,,N,Banks,,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CL32/15,,Y,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL15/742,,Y,Hobsonville,HENDERSON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,Q35/4,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T14/2,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DU33/Q,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EA33/A,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DT59/1,,N,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM20/N,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BP17/21,,Y,Hobsonville,HENDERSON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM78/1,,Y,Wellington Suburbs,PORIRUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BQ54/AC,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BG56/3,,N,Wellington Suburbs,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL39/47,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AG58/26,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,T28/AN,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BV47/E,,Y,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL30/592,,Y,Christchurch North,RICCARTON,,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DU32/Y,,N,Hutt / Wairarapa,NAENAE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TM02/649,,N,Wellington Central,WELLINGTON,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BR54/E,,N,Wellington Central,WELLINGTON,Y,
,,,,,,,,,,,,,,,,,,,,,,,DB21/43,,N,Grey Lynn,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL46/199,,Y,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CU11/E,,N,Hobsonville,GLENFIELD,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR23/F,,Y,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ31/2,,N,Counties,PAPAKURA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL48/802,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DM20/A,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DR28/21,,N,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CC32/2,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FF06/2,,Y,Northland,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EL44/C,,Y,South Auckland,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,AL48/5,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DB62/1,,Y,Banks,,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL40/843,,Y,Southland,QUEENSTOWN,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,CK73/G,,Y,North Auckland,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GF45/1,,Y,Eastern Suburbs,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EA43/1,,Y,Hutt / Wairarapa,NAENAE,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FJ41/J,,N,Tamaki,HOWICK,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FD17/A,,Y,Bay of Plenty/ East Coast,ROTORUA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE56/2,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DK26/Q,,N,Auckland Central,MAYORAL DRIVE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL45/51,,Y,Christchurch North,CHRISTCHURCH,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL54/190,,Y,Grafton,REMUERA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,GM69/A,,N,Christchurch North,CHRISTCHURCH,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BT29/H,,Y,Hillsborough,MT ALBERT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,BH76/1,,Y,East Coast Bays,TORBAY,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,O13/9,,Y,Southland,GORE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL55/165,,Y,North Waikato / Coromandel,HAMILTON,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DJ29/5,,N,Bay of Plenty/ East Coast,GISBORNE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,EK11/1,,N,Marlborough / North Canterbury,RANGIORA,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL58/819,,N,Otago,DUNEDIN CENT,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,FE58/40,,Y,South Auckland,PAPATOETOE,Y,BUBA
,,,,,,,,,,,,,,,,,,,,,,,DE43/1,,Y,Tauranga,TAURANGA,N,BUBA
,,,,,,,,,,,,,,,,,,,,,,,TL39/617,,Y,Grey Lynn,MT ALBERT,Y,BUBA
